;data;ora (UTC);valore;flag validazione;casta_mm;casta_flag
528;2018-11-23;01:00;6.4;0;0.0;Z
529;2018-11-23;02:00;6.8;0;0.0;Z
530;2018-11-23;03:00;6.5;0;0.0;Z
531;2018-11-23;04:00;5.8;0;0.0;Z
532;2018-11-23;05:00;5.6;0;0.0;Z
533;2018-11-23;06:00;5.6;0;0.0;Z
534;2018-11-23;07:00;6.1;0;0.0;Z
535;2018-11-23;08:00;6.2;0;0.0;Z
536;2018-11-23;09:00;5.9;0;1.2;Z
537;2018-11-23;10:00;5.8;0;1.4;Z
538;2018-11-23;11:00;5.8;0;1.6;Z
539;2018-11-23;12:00;5.3;0;1.2;Z
540;2018-11-23;13:00;5.1;0;1.6;Z
541;2018-11-23;14:00;4.9;0;1.2;Z
542;2018-11-23;15:00;4.7;0;0.2;Z
543;2018-11-23;16:00;4.6;0;0.4;Z
544;2018-11-23;17:00;4.6;0;0.8;Z
545;2018-11-23;18:00;4.4;0;1.0;Z
546;2018-11-23;19:00;4.6;0;0.8;Z
547;2018-11-23;20:00;4.8;0;0.4;Z
548;2018-11-23;21:00;4.8;0;0.2;Z
549;2018-11-23;22:00;4.8;0;1.4;Z
550;2018-11-23;23:00;4.5;0;1.8;Z
551;2018-11-24;00:00;4.4;0;2.0;Z
552;2018-11-24;01:00;4.7;0;1.6;Z
553;2018-11-24;02:00;4.4;0;0.2;Z
554;2018-11-24;03:00;3.8;0;0.0;Z
555;2018-11-24;04:00;4.0;0;0.0;Z
556;2018-11-24;05:00;3.9;0;0.2;Z
557;2018-11-24;06:00;3.9;0;0.0;Z
558;2018-11-24;07:00;4.2;0;0.0;Z
559;2018-11-24;08:00;4.7;0;0.0;Z
560;2018-11-24;09:00;5.2;0;0.0;Z
561;2018-11-24;10:00;6.3;0;0.0;Z
562;2018-11-24;11:00;6.6;0;0.0;Z
563;2018-11-24;12:00;8.5;0;0.0;Z
564;2018-11-24;13:00;9.8;0;0.0;Z
565;2018-11-24;14:00;10.2;0;0.0;Z
566;2018-11-24;15:00;8.9;0;0.0;Z
567;2018-11-24;16:00;6.9;0;0.0;Z
568;2018-11-24;17:00;6.4;0;0.0;Z
569;2018-11-24;18:00;6.8;0;0.0;Z
570;2018-11-24;19:00;6.5;0;0.0;Z
571;2018-11-24;20:00;6.2;0;0.0;Z
572;2018-11-24;21:00;6.5;0;0.0;Z
573;2018-11-24;22:00;7.1;0;0.0;Z
574;2018-11-24;23:00;6.3;0;0.0;Z
575;2018-11-25;00:00;5.7;0;0.0;Z
576;2018-11-25;01:00;5.2;0;0.0;Z
577;2018-11-25;02:00;5.6;0;0.0;Z
578;2018-11-25;03:00;5.6;0;0.0;Z
579;2018-11-25;04:00;5.8;0;0.0;Z
580;2018-11-25;05:00;5.4;0;0.0;Z
581;2018-11-25;06:00;5.5;0;0.0;Z
582;2018-11-25;07:00;5.1;0;0.0;Z
583;2018-11-25;08:00;5.6;0;0.0;Z
584;2018-11-25;09:00;6.3;0;0.0;Z
585;2018-11-25;10:00;6.8;0;0.0;Z
586;2018-11-25;11:00;7.5;0;0.0;Z
587;2018-11-25;12:00;8.0;0;0.0;Z
588;2018-11-25;13:00;7.6;0;0.0;Z
589;2018-11-25;14:00;7.8;0;0.0;Z
590;2018-11-25;15:00;6.1;0;0.0;Z
591;2018-11-25;16:00;5.8;0;0.0;Z
592;2018-11-25;17:00;6.2;0;0.0;Z
593;2018-11-25;18:00;6.4;0;0.0;Z
594;2018-11-25;19:00;6.5;0;0.0;Z
595;2018-11-25;20:00;6.2;0;0.4;Z
596;2018-11-25;21:00;5.6;0;0.8;Z
597;2018-11-25;22:00;5.4;0;0.4;Z
598;2018-11-25;23:00;5.0;0;0.8;Z
599;2018-11-26;00:00;5.2;0;0.0;Z
600;2018-11-26;01:00;5.4;0;0.2;Z
601;2018-11-26;02:00;5.8;0;0.0;Z
602;2018-11-26;03:00;5.9;0;0.0;Z
603;2018-11-26;04:00;4.9;0;0.0;Z
604;2018-11-26;05:00;5.8;0;0.0;Z
605;2018-11-26;06:00;5.7;0;0.0;Z
606;2018-11-26;07:00;6.0;0;0.0;Z
607;2018-11-26;08:00;6.5;0;0.0;Z
608;2018-11-26;09:00;7.2;0;0.0;Z
609;2018-11-26;10:00;8.3;0;0.0;Z
610;2018-11-26;11:00;10.6;0;0.0;Z
611;2018-11-26;12:00;9.1;0;0.0;Z
612;2018-11-26;13:00;8.6;0;0.0;Z
613;2018-11-26;14:00;8.6;0;0.0;Z
614;2018-11-26;15:00;8.3;0;0.0;Z
615;2018-11-26;16:00;7.3;0;0.0;Z
616;2018-11-26;17:00;6.8;0;0.0;Z
617;2018-11-26;18:00;7.0;0;0.0;Z
618;2018-11-26;19:00;7.2;0;0.0;Z
619;2018-11-26;20:00;7.5;0;0.0;Z
620;2018-11-26;21:00;6.6;0;0.0;Z
621;2018-11-26;22:00;6.9;0;0.0;Z
622;2018-11-26;23:00;7.1;0;0.0;Z
623;2018-11-27;00:00;7.2;0;0.0;Z
624;2018-11-27;01:00;5.9;0;0.0;Z
625;2018-11-27;02:00;6.6;0;0.0;Z
626;2018-11-27;03:00;6.5;0;0.0;Z
627;2018-11-27;04:00;6.7;0;0.0;Z
628;2018-11-27;05:00;9.2;0;0.0;Z
629;2018-11-27;06:00;7.9;0;0.0;Z
630;2018-11-27;07:00;8.1;0;0.0;Z
631;2018-11-27;08:00;8.8;0;0.0;Z
632;2018-11-27;09:00;9.8;0;0.0;Z
633;2018-11-27;10:00;11.6;0;0.0;Z
634;2018-11-27;11:00;12.0;0;0.0;Z
635;2018-11-27;12:00;12.5;0;0.0;Z
636;2018-11-27;13:00;12.8;0;0.0;Z
637;2018-11-27;14:00;12.2;0;0.0;Z
638;2018-11-27;15:00;10.7;0;0.0;Z
639;2018-11-27;16:00;10.3;0;0.0;Z
640;2018-11-27;17:00;10.0;0;0.0;Z
641;2018-11-27;18:00;9.7;0;0.0;Z
642;2018-11-27;19:00;9.4;0;0.0;Z
643;2018-11-27;20:00;8.6;0;0.0;Z
644;2018-11-27;21:00;8.7;0;0.0;Z
645;2018-11-27;22:00;8.3;0;0.0;Z
646;2018-11-27;23:00;7.7;0;0.0;Z
647;2018-11-28;00:00;8.0;0;0.0;Z
648;2018-11-28;01:00;7.4;0;0.0;Z
649;2018-11-28;02:00;7.6;0;0.0;Z
650;2018-11-28;03:00;7.7;0;0.0;Z
651;2018-11-28;04:00;7.8;0;0.0;Z
652;2018-11-28;05:00;6.6;0;0.0;Z
653;2018-11-28;06:00;5.7;0;0.0;Z
654;2018-11-28;07:00;6.0;0;0.0;Z
655;2018-11-28;08:00;6.7;0;0.0;Z
656;2018-11-28;09:00;8.3;0;0.0;Z
657;2018-11-28;10:00;10.3;0;0.0;Z
658;2018-11-28;11:00;10.9;0;0.0;Z
659;2018-11-28;12:00;11.0;0;0.0;Z
660;2018-11-28;13:00;9.9;0;0.0;Z
661;2018-11-28;14:00;10.0;0;0.0;Z
662;2018-11-28;15:00;9.5;0;0.0;Z
663;2018-11-28;16:00;7.2;0;0.0;Z
664;2018-11-28;17:00;6.6;0;0.0;Z
665;2018-11-28;18:00;6.3;0;0.0;Z
666;2018-11-28;19:00;7.3;0;0.0;Z
667;2018-11-28;20:00;6.7;0;0.0;Z
668;2018-11-28;21:00;6.1;0;0.0;Z
669;2018-11-28;22:00;5.9;0;0.0;Z
670;2018-11-28;23:00;5.4;0;0.0;Z
671;2018-11-29;00:00;5.4;0;0.0;Z
672;2018-11-29;01:00;4.7;0;0.0;Z
673;2018-11-29;02:00;4.5;0;0.0;Z
674;2018-11-29;03:00;4.2;0;0.0;Z
675;2018-11-29;04:00;4.1;0;0.0;Z
676;2018-11-29;05:00;3.2;0;0.0;Z
677;2018-11-29;06:00;3.5;0;0.0;Z
678;2018-11-29;07:00;3.7;0;0.0;Z
679;2018-11-29;08:00;3.4;0;0.0;Z
680;2018-11-29;09:00;3.5;0;0.0;Z
681;2018-11-29;10:00;4.6;0;0.0;Z
682;2018-11-29;11:00;4.3;0;0.0;Z
683;2018-11-29;12:00;5.1;0;0.0;Z
684;2018-11-29;13:00;4.5;0;0.0;Z
685;2018-11-29;14:00;5.4;0;0.0;Z
686;2018-11-29;15:00;5.2;0;0.0;Z
687;2018-11-29;16:00;3.4;0;0.0;Z
688;2018-11-29;17:00;4.0;0;0.0;Z
689;2018-11-29;18:00;4.2;0;0.0;Z
690;2018-11-29;19:00;2.9;0;0.0;Z
691;2018-11-29;20:00;3.2;0;0.0;Z
692;2018-11-29;21:00;2.7;0;0.0;Z
693;2018-11-29;22:00;2.1;0;0.0;Z
694;2018-11-29;23:00;2.1;0;0.0;Z
695;2018-11-30;00:00;1.1;0;0.0;Z
696;2018-11-30;01:00;1.2;0;0.0;Z
697;2018-11-30;02:00;0.8;0;0.0;Z
698;2018-11-30;03:00;1.2;0;0.0;Z
699;2018-11-30;04:00;1.4;0;0.0;Z
700;2018-11-30;05:00;1.3;0;0.0;Z
701;2018-11-30;06:00;1.4;0;0.0;Z
702;2018-11-30;07:00;1.3;0;0.0;Z
703;2018-11-30;08:00;1.5;0;0.0;Z
704;2018-11-30;09:00;1.7;0;0.0;Z
705;2018-11-30;10:00;1.8;0;0.0;Z
706;2018-11-30;11:00;1.9;0;0.0;Z
707;2018-11-30;12:00;2.5;0;0.0;Z
708;2018-11-30;13:00;2.3;0;0.0;Z
709;2018-11-30;14:00;2.6;0;0.0;Z
710;2018-11-30;15:00;2.0;0;0.0;Z
711;2018-11-30;16:00;1.6;0;0.0;Z
712;2018-11-30;17:00;1.8;0;0.0;Z
713;2018-11-30;18:00;1.9;0;0.0;Z
714;2018-11-30;19:00;1.9;0;0.0;Z
715;2018-11-30;20:00;2.0;0;0.0;Z
716;2018-11-30;21:00;1.6;0;0.0;Z
717;2018-11-30;22:00;1.9;0;0.0;Z
718;2018-11-30;23:00;2.1;0;0.0;Z
